Gene_Name,Control 1,Control 2,Experimental 1,Experimental 2,Exp3,Exp4,Exp5,Exp6
4981,247,533,2803,3339,4134,3439,405,475
4982,4672,1828,1503,1050,2197,3707,28,3565
4983,2401,4801,2452,3181,1932,4918,2922,2558
4984,684,3845,4845,3781,1005,280,631,2684
4985,2004,3963,4167,3123,4735,4831,837,2360
4986,1698,1807,4715,852,1696,349,3076,3708
4987,3689,3841,3485,612,3600,3924,1912,104
4988,184,4245,1210,601,1414,3052,572,1492
4989,2015,2613,3616,495,74,2504,3108,2299
4990,174,3731,372,397,3484,3024,187,1781
4991,2370,760,1052,2432,3664,4931,3846,1852
4992,1730,412,1583,2771,4433,2525,397,3217
4993,2186,1846,1418,2843,3212,322,3005,2087
4994,1783,3291,1505,417,1993,1304,528,4385
4995,246,4932,748,2709,2444,2586,434,1723
4996,3839,4767,2638,4048,1730,3539,43,4353
4997,2077,2821,3322,3294,97,1239,2486,3021
4998,2305,2017,2713,2197,1500,2321,4798,2714
4999,491,929,1558,4269,37,4422,1591,2751
5000,4317,4632,3626,2269,2012,4508,2799,1254
5001,4403,4405,1940,2267,3887,1361,4340,251
5002,3385,4074,584,3361,627,2382,4755,3402
5003,4025,893,3551,2702,2427,4128,3273,4461
5004,1128,1649,1866,155,2543,4980,87,174
5005,4407,2106,2104,4053,835,1782,4605,4736
5006,4035,1409,3308,48,436,4664,4264,3885
5007,3797,2556,1263,3738,130,4787,1355,3271
5008,1876,4648,424,2267,2651,4670,885,1238
5009,2139,4493,1069,960,245,535,4854,3518
5010,4233,1072,4887,701,1339,3443,4689,1117
5011,4587,2855,1198,3647,4244,582,1815,3843
5012,2824,1069,2355,4744,521,612,593,2604
5013,3739,1204,1272,480,2961,1010,3204,2388
5014,4830,524,753,4134,3870,2690,516,2296
5015,3062,3065,4401,3141,2380,136,1977,864
5016,1905,1899,4946,1811,4367,4490,4774,3353
5017,868,4065,2765,2490,2481,3171,1175,4278
5018,3302,279,3124,4986,1611,692,2455,483
5019,3451,110,1499,3426,4091,1344,2707,427
5020,1381,2831,3115,2597,431,1210,2116,2524
5021,1717,3875,4508,4411,1622,1904,2816,312
5022,4294,2771,4799,1541,4482,2349,2744,4782
5023,3421,3075,2403,1701,554,4976,4402,3629
5024,2847,2616,1358,4735,2806,4364,2796,2917
5025,3889,4788,866,4118,3538,777,939,631
5026,4727,3733,3905,2822,940,4941,4298,4094
5027,3642,1335,780,1830,3755,578,2092,2763
5028,628,3722,4464,3410,502,2943,4316,1241
5029,1459,3318,2395,3293,230,683,3565,2724
5030,2873,4869,1536,4378,1025,73,4084,1240
5031,2108,1253,3362,226,4359,1291,697,3650
5032,2066,1576,2081,968,1436,3388,2097,3223
5033,870,3878,3575,4845,282,3224,3207,3256
5034,2128,1784,3684,3165,3455,4615,1883,1871
5035,1119,332,4845,2859,3318,2513,837,4487
5036,415,4815,4145,674,2884,4719,3666,383
5037,981,4338,751,3809,3063,891,4304,2810
5038,968,1317,4657,2496,3720,1437,1667,2633
5039,4653,3943,621,904,4659,4974,1800,896
5040,1466,754,893,2256,835,4996,2806,3341
5041,2094,1840,2566,478,4110,339,97,321
5042,1151,1803,4590,14,2821,4435,4495,4705
5043,2155,1838,491,2322,4522,467,4571,2608
5044,2303,4029,994,951,3895,1123,3261,3992
5045,1362,188,4335,4876,2186,3757,118,2368
5046,1046,3931,2597,3307,2137,4182,2691,419
5047,2928,1846,2466,425,4903,2049,1109,2856
5048,2879,4961,2774,1980,3568,2349,2356,4881
5049,4721,3174,1631,3901,1339,410,1004,3177
5050,3209,4676,4467,4751,4188,385,3377,2895
5051,4959,4446,1550,504,2789,4379,4307,1159
5052,3094,30,4036,3108,1673,3404,1243,2514
5053,3888,3611,4189,4956,1661,2704,3601,1209
5054,907,1233,2007,1315,4024,699,679,482
5055,577,4169,2567,4857,1330,602,4112,1316
5056,4200,3160,2995,3333,234,264,1612,461
5057,420,2212,3352,103,481,2464,2211,519
5058,24,327,2960,1201,4457,303,1971,414
5059,803,1118,2302,2219,4105,207,3272,3587
5060,592,4066,2652,698,3349,3517,3803,1436
5061,4713,3220,1012,3920,807,1346,4187,2720
5062,801,1691,2224,4305,2144,1328,3422,1991
5063,2154,2536,4291,3531,3093,4232,763,1740
5064,3107,2107,4384,791,4928,260,4533,3533
5065,4917,1087,2403,2863,1310,849,3515,1658
5066,4799,691,4474,1271,1601,1553,3175,3472
5067,2754,3832,3955,180,2069,1707,3285,3177
5068,4075,184,4991,1783,1855,3814,1257,4080
5069,2393,2158,2724,106,2125,885,4887,4236
5070,1105,1105,2915,3778,676,4340,36,333
5071,231,4639,2207,2761,4813,2109,3474,4539
5072,744,3725,357,4236,1284,4878,4773,4919
5073,4739,3346,4962,3304,2084,3395,949,4085
5074,4912,3347,3486,4416,2028,3413,3945,1043
5075,3723,223,213,4745,4627,1904,4238,3917
5076,3372,1029,3932,3824,369,803,4844,883
5077,254,2882,2539,317,4775,3058,227,2666
5078,4466,833,1665,504,1094,4732,2772,2669
5079,4889,4184,2753,2915,4047,3233,1784,1445
5080,3901,572,4247,1469,101,1655,4649,3705
5081,973,2910,1074,556,2384,3224,3593,7
5082,1781,1713,324,4423,252,3394,1202,3261
5083,4348,3383,311,1637,4602,2622,4289,1863
5084,4254,3588,1374,2867,1573,4069,2563,1368
5085,2550,2695,4259,2383,73,541,4074,306
5086,3279,3549,1319,1409,748,4695,1811,4551
5087,1129,753,4081,3304,1899,1460,2681,3602
5088,3645,1802,1745,4884,1164,771,3132,3808
5089,3397,1466,4693,3362,2785,1978,640,2100
5090,3143,620,2708,670,2056,3798,568,2141
5091,4559,3870,2598,1263,899,2990,1964,2489
5092,3485,2119,4176,2473,3840,612,1766,1082
5093,4175,1100,2695,29,413,4799,3432,1206
5094,1582,1121,3161,1201,400,4133,271,2787
5095,3558,579,3443,784,4854,157,1794,783
5096,3572,3056,2655,4756,2790,1423,1607,371
5097,3498,1768,2885,3718,1715,4336,1776,385
5098,1114,4030,2672,4106,189,4397,3071,1453
5099,2857,4677,1397,3966,840,416,3572,70
5100,4393,2735,4588,4035,2006,4932,3080,1458
5101,2442,1402,3009,2600,4381,4996,2067,234
5102,3923,1294,2841,1059,2267,4312,2500,1484
5103,2684,1184,2776,2870,3706,4008,779,1917
5104,3854,590,3473,270,634,4117,1308,1782
5105,397,3866,752,4129,1194,2786,2734,4959
5106,1314,170,3184,3724,4571,2070,2420,1412
5107,4042,1261,390,4974,4220,2895,3562,4679
5108,2366,397,1999,4462,2529,3773,2086,2220
5109,2403,3482,3203,616,1270,1638,654,1733
5110,2960,2891,4218,884,2860,2437,1179,4490
5111,3703,3924,1976,3894,2271,2294,4583,3903
5112,2591,4925,1487,803,1634,2742,1606,2967
5113,2506,3558,4511,1945,1384,3328,3923,2627
5114,4463,1867,4373,3919,4908,1265,3568,4427
5115,642,75,4350,445,1610,2973,2276,3463
5116,4774,2878,4510,4777,3635,4215,2124,2242
5117,1650,108,4123,3106,2405,1350,2485,1258
5118,3811,993,2162,850,2218,1414,1840,2064
5119,2941,890,2437,4393,912,3161,3362,3313
5120,1571,1828,2268,1949,1846,2557,1645,4851
5121,3763,2789,272,2338,430,662,1868,3977
5122,3813,2764,2138,315,4493,4307,1423,184
5123,1601,3166,3206,1913,4519,3737,2253,1339
5124,2346,109,2177,3013,2737,2154,1428,4192
5125,2250,4030,1216,1086,394,4969,1806,3036
5126,1237,366,2813,2275,4509,1776,1009,1236
5127,2953,4598,1586,1147,2204,293,2548,4056
5128,1413,2214,4764,3978,2511,3853,125,1768
5129,4303,1201,4857,4827,3997,2435,3250,4362
5130,4795,1539,2271,1811,4553,2012,4274,3698
5131,3143,1753,154,3278,4048,3106,2695,1116
5132,462,552,2857,897,3926,4739,3676,502
5133,4296,4368,1930,852,1503,470,3008,3013
5134,3614,43,865,3924,1898,3716,4476,4949
5135,3662,366,2370,4876,1689,3030,4439,698
5136,1836,2770,49,1913,3870,451,2552,2174
5137,785,2337,4515,905,4718,3255,4057,663
5138,856,1799,496,1193,3963,3248,1192,3677
5139,1758,2058,4287,3425,792,3845,2821,3256
5140,2471,2389,611,4554,1560,1763,3910,2483
5141,3828,3390,408,1837,3857,2432,2453,1648
5142,2456,3703,3576,4368,3237,2618,4212,4143
5143,3571,1155,717,1347,1329,1195,2327,4454
5144,3182,3895,4481,2269,1122,4453,3200,627
5145,159,3611,3003,1308,2450,724,135,2244
5146,4155,3780,1430,1375,4201,1219,768,4794
5147,3588,1675,3807,1764,4443,2648,2625,2671
5148,3968,4290,4869,3168,1480,4223,796,3595
5149,2247,4549,2083,1083,1197,3932,1365,1352
5150,1479,2367,2604,58,4310,2740,1523,937
5151,1772,497,4222,4012,2611,911,2075,2794
5152,2006,4702,2304,4179,3172,4402,622,322
5153,2239,4911,4723,3835,1096,2206,4941,2091
5154,3662,529,2874,4084,2554,480,4408,811
5155,4511,4460,1530,597,3630,3865,1407,1404
5156,4833,3428,596,2662,3599,265,2764,3352
5157,4546,3246,2710,3869,3089,4700,440,3282
5158,1729,579,3874,217,2847,2148,2894,3132
5159,4032,3325,3835,2906,4558,4739,2244,407
5160,2139,2463,4870,139,862,3454,4342,5000
5161,2001,2502,15,87,2751,1883,1351,4859
5162,200,2003,3690,2424,1046,3546,3817,4790
5163,239,3709,1871,3175,3457,4551,1228,1657
5164,4943,588,649,4286,3587,1257,1450,1828
5165,2927,399,280,197,4712,1397,2048,2518
5166,4015,2461,1274,1259,2707,4406,3122,68
5167,3945,995,3444,99,2853,3010,3631,72
5168,2988,1895,3500,2020,2021,3345,62,1025
5169,2261,2343,3944,139,4614,983,4616,1647
5170,3947,3486,4562,2841,164,763,2088,2022
5171,2022,3778,3641,3102,3871,1556,2727,2751
5172,3493,1048,1660,3022,3277,1567,3966,146
5173,516,4553,3136,3236,1921,2706,3075,1058
5174,2454,3190,493,3235,634,2451,3594,3871
5175,3722,4470,3717,1463,4773,751,711,3892
5176,103,1069,4393,3674,870,1580,4154,783
5177,1255,2828,685,2598,740,3532,3275,2122
5178,3245,2915,1794,436,2667,1541,3990,2065
5179,1067,134,4361,2985,3244,182,3167,515
5180,2136,4007,2315,1766,674,4499,575,2634
5181,3084,3530,425,2332,711,3126,4544,1317
5182,2851,1131,672,2639,3717,764,1305,2205
5183,3996,3822,4141,3056,4628,655,3906,4901
5184,2404,3352,2231,3728,3798,558,294,4126
5185,3331,507,937,1730,2963,1395,2961,151
5186,1371,3670,2726,3544,2572,2563,3343,1959
5187,4608,230,88,1432,1689,3491,98,4927
5188,641,1118,4760,3864,1718,4116,800,1962
5189,3599,1573,2690,2797,3179,1712,3908,3344
5190,1606,243,2395,3255,2532,1718,3384,3245
5191,2272,2134,3800,254,3372,3613,4480,530
5192,857,2174,3055,3813,3081,649,2125,1174
5193,4491,2325,3715,4399,796,3656,354,3285
5194,4516,660,4960,3689,3279,2849,638,4706
5195,1949,4144,4105,524,4618,2061,3414,4388
5196,118,3686,2489,4268,3278,4171,3960,3859
5197,3421,4991,2100,1382,4310,3450,3887,1366
5198,2026,4326,4696,1779,860,1959,1534,1024
5199,3199,64,2083,1247,480,527,1616,2835
5200,1678,181,3187,982,835,433,4331,104
5201,2138,222,391,1745,1278,2331,3674,2962
5202,1284,2670,2166,1305,4351,3589,2096,2213
5203,4113,4931,2439,797,3765,584,901,4910
5204,595,2664,492,2925,1500,1897,2367,4077
5205,2580,1200,1176,201,4559,4285,3650,2495
5206,2017,3458,130,315,3417,4291,636,2332
5207,129,4793,3622,878,2213,3466,2865,2163
5208,1924,2610,544,444,2362,2858,952,4532
5209,1991,1624,1570,4081,1401,3476,4040,1658
5210,3036,2329,2201,3956,2355,1367,3913,1642
5211,4729,3543,3322,130,1684,3137,4874,1376
5212,4082,2601,3303,405,2468,2816,4188,1137
5213,1141,3942,466,2725,2991,3552,3867,2166
5214,3160,1350,333,1063,2222,4342,4261,3332
5215,1187,3583,2094,812,4415,3438,1686,1134
5216,266,1704,4824,1205,405,91,1231,448
5217,2998,1223,3361,2743,786,4680,3262,328
5218,2333,4832,4954,3169,2459,1035,641,513
5219,997,14,1555,1209,2866,794,4738,1520
5220,1643,1419,319,1859,1609,4602,2404,3265
5221,282,4854,2161,3200,128,1468,3734,3490
5222,4181,3343,1739,1595,808,4400,3304,4817
5223,985,1162,4009,3851,138,1370,155,2202
5224,4264,3589,2106,920,4834,1581,3192,3743
5225,4022,550,3976,3331,2034,63,4834,1312
5226,1298,4376,1594,1513,2268,1662,4650,3582
5227,4757,1446,4536,1797,2773,3875,1779,1024
5228,909,4877,4591,3987,2403,1440,1273,33
5229,2195,993,1508,2319,4101,2439,4929,4996
5230,1985,4942,3358,982,3309,4122,1599,165
5231,3533,338,4902,824,4714,2050,4128,1946
5232,3622,282,4135,167,1815,2101,3614,932
5233,399,4226,3773,3775,963,164,4629,2218
5234,626,3346,3232,1505,3213,3509,4163,4807
5235,3735,2451,398,2393,3554,1722,4857,2330
5236,3632,2977,556,4101,1368,433,879,3218
5237,2452,773,4983,4497,4959,477,3294,320
5238,4899,4475,3572,3014,3909,4795,3999,4589
5239,438,2013,3915,378,3723,2041,4566,4434
5240,2548,1870,804,533,3660,2124,2537,788
5241,1791,1806,4440,1651,2587,335,1684,75
5242,1565,3180,1735,4838,4968,2153,3148,4196
5243,4758,2929,223,3661,3862,4392,1264,687
5244,4269,1443,4828,1098,2745,2762,2409,914
5245,3287,543,3763,2702,1939,1014,4336,2556
5246,4828,1753,2975,3572,1254,1274,1113,914
5247,875,2443,1419,716,1720,2867,4651,1728
5248,259,1065,3722,4134,3846,257,4736,3227
5249,3918,4066,2818,4613,976,3864,1244,2369
5250,2484,4437,588,4243,4797,706,2493,3555
5251,3806,257,1707,19,2824,189,3321,4651
5252,3590,2658,3131,205,898,3100,2497,1827
5253,4575,1626,3851,140,4905,3230,3868,4651
5254,142,45,599,3757,4009,747,4104,4878
5255,2618,1296,1024,3514,1126,4064,4487,4447
5256,4380,885,1252,1773,795,337,4675,3397
5257,4710,4581,853,4984,1428,416,4597,3594
5258,3878,2020,3280,2055,4861,4636,1903,3507
5259,763,4774,4696,3802,2696,4662,1209,1919
5260,4084,578,4820,50,886,1828,3198,612
5261,3841,991,1026,4833,191,3484,1215,3376
5262,4045,337,3486,26,801,3500,3024,2510
5263,2353,1655,3067,4270,4204,899,3847,1117
5264,2212,2723,4708,4092,1565,338,3706,3340
5265,4184,601,23,1472,4082,2335,1888,3558
5266,3812,3709,1545,4142,2310,4453,4315,3058
5267,4871,3309,358,2448,2557,3959,3744,1649
5268,575,685,3650,4411,1941,4600,30,3591
5269,4379,3917,1679,4924,921,708,621,4590
5270,3164,1027,3317,1318,4406,219,1799,4617
5271,653,2975,237,680,1860,1595,20,1196
5272,4138,927,3755,392,4388,4191,2095,278
5273,2075,2204,3958,3355,4351,2096,4205,2297
5274,4920,3489,2538,256,4817,743,1997,3266
5275,3929,1019,615,3980,4609,4219,2706,4465
5276,3769,1590,4664,1912,3751,498,4747,291
5277,1775,4403,323,4653,3187,2958,3982,2542
5278,4199,4521,3157,1290,4782,2116,4969,1620
5279,2433,1240,249,2148,3285,634,3534,1174
5280,1463,123,2297,3274,2064,3570,2652,2407
5281,2375,660,3019,3186,616,771,1324,4725
5282,352,2928,450,2831,1449,3160,328,4511
5283,1728,3880,1411,3507,1761,1636,1038,4183
5284,4149,2527,4527,868,2217,4480,4745,4255
5285,3145,3871,4740,2894,2109,627,743,1083
5286,430,1784,1480,4648,1259,3029,3441,1052
5287,4040,3384,4157,2605,3777,2454,208,465
5288,1416,2804,4248,4018,3744,4402,4094,4075
5289,668,3499,4346,1867,4060,120,2777,1971
5290,2031,1372,269,4428,959,1082,1599,1643
5291,2344,1553,4465,4042,2167,962,4459,296
5292,755,4404,2050,2386,4888,2492,3761,2381
5293,1965,4111,313,4233,205,3227,3864,16
5294,4346,1526,1803,1384,3791,3733,3907,4012
5295,3588,809,428,2683,3887,3711,1869,690
5296,2256,2441,663,4660,3725,910,4907,4243
5297,705,535,1874,2865,986,3236,3613,1818
5298,3461,2531,1443,780,3058,1242,259,4686
5299,3198,2128,4848,298,2285,1919,4752,3040
5300,953,616,1592,2058,3129,4708,2124,1764
5301,3630,367,18,42,1881,434,4247,3293
5302,4615,1318,703,4573,2362,3613,1850,617
5303,3553,282,4448,3733,4015,1342,4323,622
5304,1462,606,1978,772,3197,1722,4336,3427
5305,95,2882,4652,1953,2537,4807,553,409
5306,2751,1742,3957,4067,4625,1209,4936,1740
5307,4745,1565,1706,2876,1679,4064,3868,1018
5308,602,4633,2400,951,213,2663,1784,366
5309,4779,1254,1293,2790,2894,2076,2712,857
5310,3353,4679,1253,1869,2004,727,3082,2499
5311,1259,1889,1182,4746,2391,3783,702,2169
5312,3730,4222,3190,521,1846,2926,3639,2449
5313,715,4436,3247,3825,3100,2892,2381,1331
5314,1175,2741,4425,415,2837,3695,311,3425
5315,397,4488,4377,856,1264,4614,3317,303
5316,3556,941,3642,3003,1076,588,2484,2834
5317,2934,2152,991,464,1743,2095,612,2444
5318,3344,4675,2387,4902,1756,225,1132,4918
5319,406,2118,1142,587,1685,4207,3831,2513
5320,2742,1787,4974,884,1165,1228,2279,2963
5321,2273,4617,4880,4970,2818,4842,1769,572
5322,2890,931,1612,4077,3852,1979,2468,4745
5323,4666,395,4109,3851,2591,2185,1803,1917
5324,2042,1372,561,545,3915,370,4040,742
5325,4963,1634,4547,4211,4133,4294,42,1899
5326,4099,3629,285,2780,1859,88,4281,125
5327,1056,1940,1908,3349,1507,448,1723,2243
5328,4946,1970,1077,2489,2022,2769,1909,4639
5329,1976,3658,3498,1141,3629,888,139,3063
5330,360,4645,1150,1660,4536,925,4898,3163
5331,40,2335,907,3634,3465,1931,862,4733
5332,2055,4655,2511,3056,1849,4304,1492,3577
5333,2506,4277,3558,4477,4870,2984,493,1472
5334,3645,3250,1473,817,3462,1485,1303,4895
5335,4236,155,4732,4476,1208,2067,2470,862
5336,1449,4872,4910,2481,3114,3044,3309,2136
5337,2988,4044,4109,1805,4324,1837,35,1371
5338,2295,2168,1485,433,617,675,471,2965
5339,1355,213,3725,3076,4973,1703,1375,2402
5340,3383,731,2909,4058,2644,2590,2586,3325
5341,4962,361,3165,445,408,3039,4011,3447
5342,3061,2835,992,1579,699,2720,1936,4150
5343,2981,4641,2205,717,2093,3948,4213,1678
5344,2579,1248,791,1156,3558,6,2362,4777
5345,262,1565,1398,4658,3126,4472,5,2558
5346,4064,2465,3470,4004,1904,4427,3662,2651
5347,4333,4289,1191,371,2233,2634,1960,940
5348,2550,2469,4308,4563,3099,1062,3581,1620
5349,4434,2214,4264,2859,1260,602,788,3508
5350,753,1097,4975,1559,721,1690,3528,3200
5351,582,252,4141,3225,4100,4735,2644,4282
5352,1524,4512,4628,3101,780,2250,4653,4109
5353,2734,3600,1254,3918,1905,1964,4717,2455
5354,530,135,2523,1296,1884,937,4363,1620
5355,969,4725,3923,4312,2298,4251,4447,3629
5356,1945,3668,2806,1681,3117,1799,132,1491
5357,620,1689,2896,1478,1623,3687,396,2577
5358,2033,2197,3961,4113,3134,3413,426,1906
5359,4705,1730,4556,4510,4579,1962,2826,4470
5360,3338,3397,562,4563,2269,4932,565,4871
5361,4055,4566,3535,1427,4098,4663,1124,4244
5362,4355,974,1043,1280,2377,1943,3717,379
5363,1467,2174,4427,2364,576,2570,1389,4723
5364,4908,538,2953,2605,4915,3962,1528,2691
5365,1901,1023,1797,4250,1107,1512,146,2179
5366,4913,160,2566,3969,1225,2765,437,4765
5367,761,1368,2536,5000,1880,3151,4101,1553
5368,4526,872,3296,2240,1838,4279,1504,2122
5369,2524,3225,4595,3276,230,765,3919,2718
5370,4036,2590,3636,1499,1081,1584,973,233
5371,3402,134,4268,4588,766,1134,69,2820
5372,3229,531,1860,1031,1322,2500,652,1571
5373,873,4155,4247,2954,1957,4079,4566,2856
5374,4702,2478,1970,362,2095,3936,3252,1963
5375,801,622,2444,2281,4204,2842,2162,3523
5376,190,3371,835,3242,489,3520,910,3588
5377,1854,3661,915,787,2268,1673,2849,1129
5378,2696,4260,674,1493,148,3647,899,4179
5379,572,2059,2812,642,622,1007,4747,981
5380,4845,1011,1944,292,705,1288,2862,3513
5381,163,2566,811,4361,1562,637,4265,81
5382,4048,4372,1654,4812,3736,2650,4609,1789
5383,2750,4561,2782,1981,1650,1989,3611,3544
5384,4441,663,4031,2705,4953,3639,3288,3408
5385,981,643,2962,2821,4328,1024,3872,2538
5386,3656,594,1444,3897,991,125,4456,1533
5387,3440,1897,1098,2330,3463,1718,3211,1508
5388,2873,1151,3951,1572,1022,4072,3623,4367
5389,3484,4252,3174,4072,1754,1279,2410,2543
5390,173,3856,90,1109,4488,2650,3880,3833
5391,1828,250,2978,567,924,3944,820,3811
5392,4119,4286,608,2994,4289,182,2060,315
5393,3441,1089,4055,1890,4924,344,63,367
5394,59,204,4537,933,2202,380,4398,417
5395,4400,1665,4709,2722,4579,2901,1717,1580
5396,1015,3036,4806,1746,1740,4038,4585,2191
5397,1843,2791,2326,1763,2454,1763,4777,1162
5398,3144,2619,2182,364,3988,4565,2879,4233
5399,4082,1465,4005,1270,1878,2480,2491,214
5400,3402,1580,2332,4558,1679,3072,1492,76
5401,2009,4279,647,1912,4763,1571,1754,111
5402,4806,46,2715,1450,4323,467,4132,883
5403,547,107,2128,3182,4775,722,4059,3583
5404,874,4087,2556,1890,1067,4635,366,1821
5405,2642,748,4946,52,4984,4234,3395,473
5406,524,447,2530,2118,2799,3043,2847,646
5407,1775,4027,2581,433,3043,928,4983,914
5408,618,3262,3748,2571,1472,2481,2384,3550
5409,2178,47,3337,3412,4215,4038,654,1559
5410,1931,4796,1626,4886,540,3472,67,1380
5411,2670,700,4090,1861,6,524,1924,441
5412,3893,3177,217,3495,4491,3871,2201,729
5413,4509,99,1332,826,2307,1490,3520,2332
5414,3854,826,3004,4393,2040,3774,2459,4963
5415,448,218,4201,1331,845,4809,3082,2639
5416,2850,4325,2174,3854,1921,984,4085,1590
5417,1204,256,4902,3210,1800,2427,4409,3102
5418,4713,3098,1244,2113,3967,1734,3738,67
5419,1499,594,3242,1506,640,2850,4777,3283
5420,1463,259,3889,4790,4299,2836,2604,4251
5421,4073,2189,2121,3365,3977,1353,4151,4212
5422,1077,1520,3408,4592,1504,3789,427,2547
5423,474,2414,385,1357,2787,1992,1054,4901
5424,1864,4313,2608,2819,4108,1195,2536,617
5425,4650,4796,4720,133,2838,233,2768,2357
5426,2460,3202,3825,1833,1899,3210,3396,3571
5427,1763,1138,3538,4558,2892,2947,977,74
5428,2576,4915,580,3587,3707,1363,2670,3926
5429,4227,3843,2881,2836,4421,2895,1358,4550
5430,983,3912,934,707,3659,4236,1444,2906
5431,3865,1766,263,2877,1930,3374,4983,421
5432,448,2178,390,4834,3604,4670,416,4345
5433,608,38,1981,1065,3364,3241,1375,3757
5434,4508,3256,4141,1061,3267,4320,2775,825
5435,4593,13,1760,2733,996,4281,616,326
5436,2685,3932,2461,4968,768,4907,2682,2194
5437,3652,4414,2174,1807,2735,1642,4002,55
5438,4241,2611,4416,2890,2434,2212,3665,3225
5439,619,4657,1389,1694,4972,3287,2203,2469
5440,227,4769,2454,4746,3984,383,132,408
5441,2983,17,1583,174,2596,3439,3379,4613
5442,1360,3550,2982,329,526,4397,4095,616
5443,1391,4434,732,2161,1445,2111,154,2450
5444,4160,1321,292,277,88,3790,832,820
5445,3764,2846,4358,2196,1371,2724,4126,211
5446,4314,1307,1944,3914,4505,2604,806,3214
5447,2384,2664,3772,93,1609,2639,478,3371
5448,4474,1115,1171,3763,657,4150,1178,655
5449,3734,4407,4453,1875,1010,1522,4600,1757
5450,1901,3370,1685,57,3418,1829,891,3284
5451,350,4863,3543,928,2996,4797,4760,3663
5452,2260,3526,4377,804,3402,1973,3960,1273
5453,1248,4963,2011,2361,183,4848,4070,1362
5454,2045,4914,271,306,3147,4,662,1241
5455,1931,4618,4106,3854,2158,3141,4677,2371
5456,2747,1731,2982,2261,833,4787,1351,2506
5457,3226,1367,1161,3517,2466,4395,4465,3114
5458,964,1902,2046,4708,254,2936,181,1740
5459,3436,286,2327,1938,4891,3905,623,376
5460,4096,773,2815,798,156,3236,245,4335
5461,103,548,103,4155,3306,1265,697,4928
5462,3746,258,2262,3396,3089,3188,2421,2824
5463,3899,4299,3243,3954,1239,4222,552,4941
5464,435,3801,400,3276,4069,2370,4194,1789
5465,4835,1950,1761,655,4990,3701,1234,1523
5466,4371,2469,4341,1428,4809,3109,3928,2782
5467,2915,3068,3561,3131,4938,4036,2282,1635
5468,2350,969,1857,543,4681,4852,2241,4107
5469,1989,2098,2530,2273,3022,3060,2132,4689
5470,4265,534,415,879,4802,3326,1764,1611
5471,2863,4815,2089,3612,2915,1075,4097,4221
5472,3308,2054,852,1737,37,1669,1467,2565
5473,1149,1537,3226,3517,1765,2576,1042,3696
5474,2622,3997,2520,4439,465,4740,2668,2670
5475,643,2400,4561,570,2685,2740,1156,76
5476,1693,572,570,3848,133,2959,1706,4215
5477,4782,1218,2276,221,727,3422,3772,4215
5478,3623,4985,915,920,559,3163,211,4284
5479,2267,314,3707,3280,4929,854,2917,2099
5480,511,1578,302,3549,3387,674,1184,4172
5481,2538,264,58,4319,386,3623,1485,3511
5482,4326,1995,364,811,1945,3511,4572,2738
5483,2202,2971,1175,3193,4662,877,3123,3513
5484,720,1540,2170,4635,2168,3502,407,1058
5485,2843,911,3426,4069,885,19,3405,641
5486,4559,3867,818,4858,485,2229,1173,2443
5487,4282,4402,4130,1433,1836,3481,1126,650
5488,4484,1000,625,4388,3637,2209,3961,4851
5489,3821,2462,2592,3470,1921,2790,646,3566
5490,4229,2169,426,3315,699,4672,1412,4773
5491,4458,3687,3184,4559,2697,2099,4957,1176
5492,627,3055,1086,4468,1883,644,4960,2302
5493,3106,4583,251,3236,3507,2280,4491,680
5494,941,2302,120,2657,1396,3244,2007,35
5495,58,1747,600,4638,1368,2600,1412,4947
5496,4041,3294,4994,2579,1645,906,4218,1127
5497,775,3068,767,2481,845,4083,4833,1686
5498,248,3086,4105,1658,837,2187,2050,1857
5499,4999,9,4381,4250,1681,2023,2417,3324
5500,4390,41,732,1096,4108,2857,2947,1764
5501,483,1914,951,4160,3206,2406,456,4410
5502,4775,1213,3105,68,4086,3166,4322,4349
5503,3591,4383,1897,3359,175,4537,2192,4818
5504,481,2819,188,4604,956,4865,2142,293
5505,4367,2892,3832,810,2272,1773,1591,2265
5506,1609,2349,3122,1146,840,4475,4299,4747
5507,611,955,506,2838,1133,2220,1691,4579
5508,1792,4813,1981,789,900,1135,1973,1746
5509,3801,2244,1502,627,1885,1304,4298,794
5510,2447,2946,2682,1878,2408,1168,837,2069
5511,4672,3942,4823,4875,3365,2883,802,35
5512,4627,1407,500,3240,4169,4383,1520,3410
5513,1769,3000,1450,4704,722,4111,869,896
5514,3631,1423,2997,4368,1382,4811,2957,4894
5515,4608,2249,2453,791,2635,3577,4836,2442
5516,1902,688,128,3153,4873,1844,3125,3551
5517,575,3376,3426,2108,4547,4912,762,4892
5518,2018,2102,2933,940,4488,3830,711,1093
5519,2349,931,4253,2745,4497,2829,368,1626
5520,4612,4064,4900,683,2212,4358,3428,1422
5521,2058,528,1476,1805,3416,1652,3008,2242
5522,1161,1030,1141,4714,2352,4607,2669,449
5523,4988,2941,2709,4382,2774,4322,559,3857
5524,3862,3673,1227,3844,308,3161,1116,1257
5525,1181,379,4089,2810,4540,4638,3799,4369
5526,4461,1512,1581,1681,4738,272,3441,3
5527,4489,3145,3510,1096,97,368,661,1215
5528,1826,4443,4064,1863,4882,3599,1589,974
5529,614,2585,113,2383,1301,2316,2439,2497
5530,3366,4556,580,749,3469,2386,2793,2265
